url,silo,lang,mots,title,title_len,meta_len,h1_nb,canonical,canonical_correct,indexable,schema,liens_sortants,liens_entrants,images,images_sans_alt,cta,http,verdict
/fr/guide/rgpd-courtier,fr,fr,731,RGPD pour courtiers : registre Art.30 — Guide COURTIA · courtiark.fr,68,74,1,https://courtiark.fr/fr/guide/rgpd-courtier,oui,oui,Answer|BreadcrumbList|FAQPage|ListItem|Organization|Question,2,11,0,0,oui,,OK
/fr/guide/sanctions-acpr,fr,fr,694,Sanctions ACPR : ce qu'il faut retenir — Guide COURTIA · courtiark.fr,69,80,1,https://courtiark.fr/fr/guide/sanctions-acpr,oui,oui,Answer|BreadcrumbList|FAQPage|ListItem|Organization|Question,2,11,0,0,oui,,OK
/fr/guide/structurer-pipeline-courtier,fr,fr-FR,534,Structurer un pipeline commercial de courtage : méthode — COURTIA,65,164,1,https://courtiark.fr/fr/guide/structurer-pipeline-courtier,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,3,0,0,oui,,OK
/fr/guide/suivre-prospects-courtier,fr,fr-FR,501,Suivre ses prospects dans un cabinet de courtage : méthode — COURTIA,68,156,1,https://courtiark.fr/fr/guide/suivre-prospects-courtier,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,5,0,0,oui,,OK
/fr/guide/verification-orias,fr,fr,700,Vérifier un numéro ORIAS — Guide COURTIA · courtiark.fr,55,67,1,https://courtiark.fr/fr/guide/verification-orias,oui,oui,Answer|BreadcrumbList|FAQPage|ListItem|Organization|Question,2,11,0,0,oui,,OK
/fr/historique-corrections-courtia,fr,fr-FR,603,Historique des corrections — COURTIA,36,134,1,https://courtiark.fr/fr/historique-corrections-courtia,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,4,0,0,oui,,OK
/fr/ia-courtier-assurance,fr,fr-FR,715,IA pour courtier d'assurance : à quoi ça sert vraiment — COURTIA,64,161,1,https://courtiark.fr/fr/ia-courtier-assurance,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Offer|Organization|Question|SoftwareApplication,8,7,0,0,oui,,OK
/fr/ia-gestion-documentaire-assurance,fr,fr-FR,703,IA documentaire pour courtier : lire les pièces sans les recopier — COURTIA,75,162,1,https://courtiark.fr/fr/ia-gestion-documentaire-assurance,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,6,0,0,oui,,OK
/fr/import-portefeuille-courtier-assurance,fr,fr-FR,535,Changer de logiciel de courtage : reprendre son portefeuille — COURTIA,70,126,1,https://courtiark.fr/fr/import-portefeuille-courtier-assurance,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,6,0,0,oui,,OK
/fr/logiciel-courtier-assurance,fr,fr-FR,2374,"Logiciel courtier assurance : dossier, relances, commissions — COURTIA",70,183,1,https://courtiark.fr/fr/logiciel-courtier-assurance,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Offer|Organization|Question|SoftwareApplication,24,57,2,0,oui,,meta 183 car.
/fr/logiciel-courtier-assurance-bordeaux,fr,fr-FR,913,Logiciel courtier assurance à Bordeaux — CRM et automatisation,62,150,1,https://courtiark.fr/fr/logiciel-courtier-assurance-bordeaux,oui,oui,Answer|BreadcrumbList|City|FAQPage|ListItem|Offer|Organization|Question|SoftwareApplication,22,7,0,0,oui,,OK
/fr/logiciel-courtier-assurance-lille,fr,fr-FR,903,Logiciel courtier assurance à Lille — CRM et gestion,52,133,1,https://courtiark.fr/fr/logiciel-courtier-assurance-lille,oui,oui,Answer|BreadcrumbList|City|FAQPage|ListItem|Offer|Organization|Question|SoftwareApplication,22,7,0,0,oui,,OK
/fr/logiciel-courtier-assurance-lyon,fr,fr-FR,973,Logiciel courtier assurance à Lyon — CRM et automatisation,58,136,1,https://courtiark.fr/fr/logiciel-courtier-assurance-lyon,oui,oui,Answer|BreadcrumbList|City|FAQPage|ListItem|Offer|Organization|Question|SoftwareApplication,22,7,0,0,oui,,OK
/fr/logiciel-courtier-assurance-marseille,fr,fr-FR,928,Logiciel courtier assurance à Marseille — CRM et gestion,56,148,1,https://courtiark.fr/fr/logiciel-courtier-assurance-marseille,oui,oui,Answer|BreadcrumbList|City|FAQPage|ListItem|Offer|Organization|Question|SoftwareApplication,22,7,0,0,oui,,OK
/fr/logiciel-courtier-assurance-montpellier,fr,fr-FR,872,Logiciel courtier assurance à Montpellier — CRM et gestion,58,136,1,https://courtiark.fr/fr/logiciel-courtier-assurance-montpellier,oui,oui,Answer|BreadcrumbList|City|FAQPage|ListItem|Offer|Organization|Question|SoftwareApplication,22,7,0,0,oui,,OK
/fr/logiciel-courtier-assurance-nantes,fr,fr-FR,922,Logiciel courtier assurance à Nantes — CRM et automatisation,60,138,1,https://courtiark.fr/fr/logiciel-courtier-assurance-nantes,oui,oui,Answer|BreadcrumbList|City|FAQPage|ListItem|Offer|Organization|Question|SoftwareApplication,22,7,0,0,oui,,OK
/fr/logiciel-courtier-assurance-nice,fr,fr-FR,898,Logiciel courtier assurance à Nice — CRM et automatisation,58,140,1,https://courtiark.fr/fr/logiciel-courtier-assurance-nice,oui,oui,Answer|BreadcrumbList|City|FAQPage|ListItem|Offer|Organization|Question|SoftwareApplication,22,7,0,0,oui,,OK
/fr/logiciel-courtier-assurance-paris,fr,fr-FR,1081,"Logiciel courtier assurance à Paris — CRM, automatisation, démo",63,167,1,https://courtiark.fr/fr/logiciel-courtier-assurance-paris,oui,oui,Answer|BreadcrumbList|City|FAQPage|ListItem|Offer|Organization|Question|SoftwareApplication,22,7,0,0,oui,,OK
/fr/logiciel-courtier-assurance-strasbourg,fr,fr-FR,873,Logiciel courtier assurance à Strasbourg — CRM et automatisation,64,138,1,https://courtiark.fr/fr/logiciel-courtier-assurance-strasbourg,oui,oui,Answer|BreadcrumbList|City|FAQPage|ListItem|Offer|Organization|Question|SoftwareApplication,22,7,0,0,oui,,OK
/fr/logiciel-courtier-assurance-toulouse,fr,fr-FR,887,Logiciel courtier assurance à Toulouse — CRM et gestion,55,147,1,https://courtiark.fr/fr/logiciel-courtier-assurance-toulouse,oui,oui,Answer|BreadcrumbList|City|FAQPage|ListItem|Offer|Organization|Question|SoftwareApplication,22,7,0,0,oui,,OK
/fr/logiciel-courtier-auto,fr,fr-FR,610,"Logiciel pour courtier auto : contrats, flottes, échéances — COURTIA",68,165,1,https://courtiark.fr/fr/logiciel-courtier-auto,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,2,0,0,oui,,OK
/fr/logiciel-courtier-decennale,fr,fr-FR,596,Logiciel courtier décennale et construction : suivi des dossiers — COURTIA,74,152,1,https://courtiark.fr/fr/logiciel-courtier-decennale,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,2,0,0,oui,,OK
/fr/logiciel-courtier-emprunteur,fr,fr,786,Logiciel pour courtier assurance emprunteur — COURTIA · courtiark.fr,68,137,1,https://courtiark.fr/fr/logiciel-courtier-emprunteur,oui,oui,Answer|BreadcrumbList|FAQPage|ListItem|Organization|Question,14,11,0,0,oui,,OK
/fr/logiciel-courtier-entreprise,fr,fr-FR,605,"Logiciel pour courtier d'entreprise : risques pro, multi-sites — COURTIA",72,152,1,https://courtiark.fr/fr/logiciel-courtier-entreprise,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,3,0,0,oui,,OK
/fr/logiciel-courtier-equipe,fr,fr-FR,499,Faire travailler une équipe de courtage dans un seul outil — COURTIA,68,169,1,https://courtiark.fr/fr/logiciel-courtier-equipe,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,4,0,0,oui,,OK
/fr/logiciel-courtier-grossiste,fr,fr,599,Logiciel pour courtier grossiste — COURTIA · courtiark.fr,57,126,1,https://courtiark.fr/fr/logiciel-courtier-grossiste,oui,oui,Answer|BreadcrumbList|FAQPage|ListItem|Organization|Question,4,2,0,0,oui,,OK
/fr/logiciel-courtier-habitation,fr,fr-FR,604,Logiciel pour courtier habitation et MRH : suivi et échéances — COURTIA,71,153,1,https://courtiark.fr/fr/logiciel-courtier-habitation,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,1,0,0,oui,,OK
/fr/logiciel-courtier-iard,fr,fr,761,Logiciel pour courtier IARD et risques pro — COURTIA · courtiark.fr,67,136,1,https://courtiark.fr/fr/logiciel-courtier-iard,oui,oui,Answer|BreadcrumbList|FAQPage|ListItem|Organization|Question,14,14,0,0,oui,,OK
/fr/logiciel-courtier-mandataire,fr,fr,603,Logiciel pour courtier mandataire d'assurance — COURTIA · courtiark.fr,70,139,1,https://courtiark.fr/fr/logiciel-courtier-mandataire,oui,oui,Answer|BreadcrumbList|FAQPage|ListItem|Organization|Question,4,3,0,0,oui,,OK
/fr/logiciel-courtier-multi-agences,fr,fr,801,Logiciel pour cabinet multi-agences — COURTIA · courtiark.fr,60,129,1,https://courtiark.fr/fr/logiciel-courtier-multi-agences,oui,oui,Answer|BreadcrumbList|FAQPage|ListItem|Organization|Question,2,2,0,0,oui,,OK
/fr/logiciel-courtier-mutuelle,fr,fr,646,Logiciel pour courtier mutuelle — COURTIA · courtiark.fr,56,141,1,https://courtiark.fr/fr/logiciel-courtier-mutuelle,oui,oui,Answer|BreadcrumbList|FAQPage|ListItem|Organization|Question,14,11,0,0,oui,,OK
/fr/logiciel-courtier-prevoyance,fr,fr,740,Logiciel pour courtier prévoyance — COURTIA · courtiark.fr,58,127,1,https://courtiark.fr/fr/logiciel-courtier-prevoyance,oui,oui,Answer|BreadcrumbList|FAQPage|ListItem|Organization|Question,14,11,0,0,oui,,OK
/fr/logiciel-courtier-renouvellements,fr,fr-FR,570,Gestion des renouvellements et des échéances — COURTIA,54,164,1,https://courtiark.fr/fr/logiciel-courtier-renouvellements,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,9,2,0,0,oui,,OK
/fr/logiciel-courtier-sante,fr,fr,637,Logiciel pour courtier santé — COURTIA · courtiark.fr,53,138,1,https://courtiark.fr/fr/logiciel-courtier-sante,oui,oui,Answer|BreadcrumbList|FAQPage|ListItem|Organization|Question,14,11,0,0,oui,,OK
/fr/logiciel-courtier-tns,fr,fr,612,Logiciel pour courtier TNS et indépendants — COURTIA · courtiark.fr,67,136,1,https://courtiark.fr/fr/logiciel-courtier-tns,oui,oui,Answer|BreadcrumbList|FAQPage|ListItem|Organization|Question,4,2,0,0,oui,,OK
/fr/logiciel-courtier-transport-flotte,fr,fr-FR,575,Logiciel courtier transport et flotte : suivi multi-véhicules — COURTIA,71,147,1,https://courtiark.fr/fr/logiciel-courtier-transport-flotte,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,3,0,0,oui,,OK
/fr/logiciel-devis-courtier-assurance,fr,fr-FR,604,"Devis d'assurance : produire, suivre, faire signer — COURTIA",60,174,1,https://courtiark.fr/fr/logiciel-devis-courtier-assurance,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,6,0,0,oui,,OK
/fr/logiciel-gestion-cabinet-courtage,fr,fr-FR,543,"Logiciel de gestion de cabinet de courtage : équipe, commissions, pilotage —",76,172,1,https://courtiark.fr/fr/logiciel-gestion-cabinet-courtage,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,7,0,0,oui,,OK
/fr/mesurer-temps-administratif-cabinet,fr,fr-FR,765,Mesurer le temps administratif d'un cabinet de courtage : la méthode,68,162,1,https://courtiark.fr/fr/mesurer-temps-administratif-cabinet,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,14,0,0,oui,,OK
/fr/methode-editoriale-courtia,fr,fr-FR,578,Notre méthode éditoriale — COURTIA,34,172,1,https://courtiark.fr/fr/methode-editoriale-courtia,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,4,0,0,oui,,OK
/fr/organisation-cabinet-courtage,fr,fr-FR,522,Organiser un cabinet de courtage : méthodes et outils — COURTIA,63,170,1,https://courtiark.fr/fr/organisation-cabinet-courtage,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,9,8,0,0,oui,,OK
/fr/outil-courtier-assurance,fr,fr-FR,772,Outil pour courtier d'assurance : ce qu'il doit réunir — COURTIA,64,172,1,https://courtiark.fr/fr/outil-courtier-assurance,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,4,0,0,oui,,OK
/fr/outils,fr,fr-FR,430,Outils gratuits pour cabinet de courtage — COURTIA,50,167,1,https://courtiark.fr/fr/outils,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,10,4,0,0,oui,,OK
/fr/outils/calculateur-manipulations-administratives,fr,fr-FR,519,Calculateur : manipulations administratives d'un cabinet — COURTIA,66,136,1,https://courtiark.fr/fr/outils/calculateur-manipulations-administratives,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,1,0,0,oui,,OK
/fr/outils/calculateur-roi-courtia,fr,fr-FR,648,Calculateur de retour sur investissement — COURTIA,50,166,1,https://courtiark.fr/fr/outils/calculateur-roi-courtia,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,9,6,0,0,oui,,OK
/fr/outils/calculateur-temps-administratif,fr,fr-FR,633,Calculateur du temps administratif d'un cabinet de courtage — COURTIA,69,172,1,https://courtiark.fr/fr/outils/calculateur-temps-administratif,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,9,7,0,0,oui,,OK
/fr/outils/diagnostic-automatisation-cabinet,fr,fr-FR,622,Diagnostic d'automatisation d'un cabinet de courtage — COURTIA,62,175,1,https://courtiark.fr/fr/outils/diagnostic-automatisation-cabinet,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,4,0,0,oui,,OK
/fr/partenaires-apporteurs-courtier-assurance,fr,fr-FR,410,Partenaires et apporteurs d'affaires d'un cabinet de courtage — COURTIA,71,127,1,https://courtiark.fr/fr/partenaires-apporteurs-courtier-assurance,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,2,0,0,oui,,OK
/fr/pipeline-kanban-courtier-assurance,fr,fr-FR,429,Pipeline visuel pour cabinet de courtage (Kanban) — COURTIA,59,135,1,https://courtiark.fr/fr/pipeline-kanban-courtier-assurance,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,4,0,0,oui,,OK
/fr/portail-client-courtier-assurance,fr,fr-FR,515,Ce que le client peut faire seul dans un cabinet de courtage — COURTIA,70,166,1,https://courtiark.fr/fr/portail-client-courtier-assurance,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,3,0,0,oui,,OK
/fr/prioriser-dossiers-courtier-assurance,fr,fr-FR,522,Prioriser ses dossiers dans un cabinet de courtage — COURTIA,60,152,1,https://courtiark.fr/fr/prioriser-dossiers-courtier-assurance,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,8,0,0,oui,,OK
/fr/reduire-double-saisie-cabinet-courtage,fr,fr-FR,527,Réduire la double saisie dans un cabinet de courtage — COURTIA,62,166,1,https://courtiark.fr/fr/reduire-double-saisie-cabinet-courtage,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,7,0,0,oui,,OK
/fr/relance-client-assurance,fr,fr-FR,770,"Relances clients pour courtiers : suivre, préparer, envoyer — COURTIA",69,174,1,https://courtiark.fr/fr/relance-client-assurance,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,9,18,0,0,oui,,OK
/fr/rendez-vous-courtier-assurance,fr,fr-FR,466,Rendez-vous et agenda d'un cabinet de courtage — COURTIA,56,128,1,https://courtiark.fr/fr/rendez-vous-courtier-assurance,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,2,0,0,oui,,OK
/fr/reporting-pilotage-cabinet-courtage,fr,fr-FR,513,"Piloter un cabinet de courtage : indicateurs réels, décisions utiles — COURTIA",78,163,1,https://courtiark.fr/fr/reporting-pilotage-cabinet-courtage,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,5,0,0,oui,,OK
/fr/sante-portefeuille-courtier-assurance,fr,fr-FR,464,Santé du portefeuille : quels dossiers risquent de partir — COURTIA,67,151,1,https://courtiark.fr/fr/sante-portefeuille-courtier-assurance,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,3,0,0,oui,,OK
/fr/sinistres-courtier-assurance,fr,fr-FR,498,Suivi des sinistres en cabinet de courtage — COURTIA,52,142,1,https://courtiark.fr/fr/sinistres-courtier-assurance,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,7,6,0,0,oui,,OK
/fr/sources-courtia,fr,fr-FR,505,Nos sources — COURTIA,21,162,1,https://courtiark.fr/fr/sources-courtia,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,4,0,0,oui,,OK
/fr/tarifs-logiciel-courtier,fr,fr-FR,564,Tarifs du logiciel de courtage COURTIA — France (EUR),53,172,1,https://courtiark.fr/fr/tarifs-logiciel-courtier,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,9,4,0,0,oui,,OK
/fr/whatsapp-courtier-assurance,fr,fr-FR,428,WhatsApp dans un cabinet de courtage : canal client suivi — COURTIA,67,150,1,https://courtiark.fr/fr/whatsapp-courtier-assurance,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,7,1,0,0,oui,,OK
/fr/workflows-courtier-assurance,fr,fr-FR,622,Processus pour courtiers en assurance : la bibliothèque — COURTIA,65,166,1,https://courtiark.fr/fr/workflows-courtier-assurance,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,12,14,0,0,oui,,OK
/fr/workflows/collecte-de-pieces,fr,fr-FR,558,Processus : collecte de pièces — bibliothèque courtier,54,135,1,https://courtiark.fr/fr/workflows/collecte-de-pieces,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,4,0,0,oui,,OK
/fr/workflows/mandat-et-kyc,fr,fr-FR,509,Processus : mandat et vérification du client — bibliothèque courtier,68,146,1,https://courtiark.fr/fr/workflows/mandat-et-kyc,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,4,0,0,oui,,OK
/fr/workflows/nouveau-prospect,fr,fr-FR,540,Processus : traiter un nouveau prospect — bibliothèque courtier,63,169,1,https://courtiark.fr/fr/workflows/nouveau-prospect,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,4,0,0,oui,,OK
/fr/workflows/relance-de-devis,fr,fr-FR,525,Processus : relancer un devis sans y penser — bibliothèque courtier,67,151,1,https://courtiark.fr/fr/workflows/relance-de-devis,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,2,0,0,oui,,OK
/fr/workflows/renouvellement,fr,fr-FR,552,Processus : renouvellement par paliers — bibliothèque courtier,62,138,1,https://courtiark.fr/fr/workflows/renouvellement,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,4,0,0,oui,,OK
/fr/workflows/sinistre,fr,fr-FR,530,Processus : suivre un sinistre jusqu'à la clôture — bibliothèque courtier,73,128,1,https://courtiark.fr/fr/workflows/sinistre,oui,oui,Answer|BreadcrumbList|Country|FAQPage|ListItem|Organization|Question|SoftwareApplication,8,3,0,0,oui,,OK
