requete,marche,rang,titre,url,domaine,extrait
CRM assurance Suisse,ch,8,Customer Relationship Management (CRM) - Providers from Switzerland - swiss made software,https://www.swissmadesoftware.org/en/produkte-und-services/liste/26980b74-4ff0-4045-a61d-46dcbbc79e73/enterprise-ressource-planning-erp/customer-relationship-management-crm.html,swissmadesoftware.org,"Ad / Sales Management Online Transaction Systems General QA Human Resources / HR / HRtech Customer Relationship Management (CRM)
* C
Complus
The tailor-made solution to transform every challenge into a commercial triumph!
Price On request
Technology Progress Openedge, .Net
Hosting in Switzerland
Com"
logiciel courtier Suisse,ch,1,Premier logiciel de gestion pour courtier,https://www.swiss-broker-software.ch/,swiss-broker-software.ch,"Gérez efficacement vos clients et contrats, vos commissions, tenez votre comptabilité et créez des campagnes marketing grâce à notre logiciel pour courtier !"
logiciel courtier Suisse,ch,2,"Noovo, logiciel de gestion pour le courtage – noovo.ch",https://noovo.ch/,noovo.ch,"Gestion complète Gérez toutes vos activités depuis un seul logiciel: clientèle, assurances, crédits, facturation, commissions, etc..."
logiciel courtier Suisse,ch,3,Le logiciel de courtage pour la Suisse - BrokerStar,https://www.brokerstar.swiss/fr,brokerstar.swiss,"BrokerStar est la plateforme complète pour les courtiers en assurance. Polices, sinistres, clients, leads, documents et décomptes : tout en un seul système."
logiciel courtier Suisse,ch,4,le logiciel des courtiers. - SOBRADO,https://sobrado.ch/switch-lang?lang=fr&redirect=%2Fnews%2Fshow%2F5f509c888d529355944fd61b,sobrado.ch,"Précurseur numérique, SOBRADO met à disposition une plateforme de transaction pour les courtiers et les prestataires. ... Entreprise suisse certifiée ISO 27001 ( ..."
logiciel courtier Suisse,ch,5,Brokinsoft | Logiciel pour courtiers en assurance en Suisse,https://www.brokinsoft.ch/fr-ch,brokinsoft.ch,"Brokinsoft propose un logiciel de gestion pour courtiers en assurance en Suisse. Gérez vos clients, contrats d'assurance, sinistres et bien d'autres ..."
logiciel courtier Suisse,ch,6,Horizon | Le CRM pour les courtiers en assurances suisses,https://www.horizon-crm.ch/,horizon-crm.ch,"Horizon, le CRM nouvelle génération conçu PAR des courtiers POUR les courtiers suisses. Tous les produits d'assurance maîtrisés, une IA qui lit vos contrats ..."
logiciel courtier Suisse,ch,7,CasaQ | Logiciel de courtage immobilier suisse moderne et intuitif,https://pixlab.ch/blog/logiciel-courtage-immobilier-suisse-casaq/,pixlab.ch,"CasaQ, le logiciel de courtage immobilier suisse pensé par et pour les professionnels de l'immobilier · Un CRM immobilier intuitif et facile à prendre en main."
logiciel courtier Suisse,ch,8,Logiciel CRM pour courtiers : Un guide complet - InvestGlass,https://www.investglass.com/fr/quel-est-le-meilleur-logiciel-crm-pour-les-courtiers-et-comment-le-choisir-lconfigurer-et-lutiliser-efficacement/,investglass.com,InvestGlass est une plateforme CRM complète et tout-en-un. conçu pour répondre aux besoins uniques des courtiers de tous secteurs. Il offre une ...
logiciel courtage Suisse,ch,1,"Saphyr Courtage, logiciel des courtiers immobiliers suisses",https://www.saphyr-courtage.ch/,saphyr-courtage.ch,"Le logiciel métier des courtiers immobiliers suisses Gérez vos biens, diffusez sur les portails et suivez vos leads dans un outil indépendant, pensé pour le courtage par des courtiers suisses, développé et hébergé en Suisse.  Portefeuille Tout votre portefeuille au même endroit La fiche complète de "
logiciel courtage Suisse,ch,2,Le logiciel de courtage pour la Suisse | BrokerStar | BrokerStar,https://www.brokerstar.swiss/fr,brokerstar.swiss,"Swiss Made Software Le logiciel de courtage pour la Suisse BrokerStar est la plateforme complète pour les courtiers en assurance. Polices, sinistres, clients, leads, documents et décomptes : tout en un seul système. Sécurisé, basé sur le web, accessible de partout. 0+ Entreprises clientes 0+ Ans d’e"
logiciel courtage Suisse,ch,3,Logiciel courtiers Suisse : privé & entreprise | SOTHURA SAFE,https://sothura.com/fr-ch,sothura.com,Pour les courtiers et intermédiaires d’assurance suisses Un logiciel de courtage qui réfléchit au lieu de simplement gérer Né de 10 années de pratique du conseil en Suisse. Pour les courtiers avec clients privés et entreprises. Démarrer maintenantRéserver une démo 100 % Suisse Aligné sur la nLPD Auc
logiciel courtage Suisse,ch,4,Brokinsoft | Logiciel pour courtiers en assurance en Suisse,https://www.brokinsoft.ch/fr-ch,brokinsoft.ch,"Broker’s digital solutions Votre partenaire pour les logiciels de courtier Nous offrons aux courtiers des prestations complètes de consulting, de programmation, d’assistance et de formation. Plus d’une centaine de sociétés de courtage utilisent nos solutions aujourd’hui, 10+ années d’experience Plus"
logiciel courtage Suisse,ch,5,Home,https://www.romandiecourtage.ch/,romandiecourtage.ch,"Plus de 10 ans d’expérience Profitez d’une plateforme spécialement créée pour les courtiers en assurance et de services premium exclusifs. Actif dans toute la Suisse Nous sommes présents dans tous les cantons de la Suisse Romande, de Genève au Valais, du canton de Vaud à Neuchâtel. Plus de 100 parte"
logiciel courtage Suisse,ch,6,Premier logiciel de gestion pour courtier,https://www.swiss-broker-software.ch/,swiss-broker-software.ch,Entreprise Toutes les fonctionnalités sont incluses ! CHF 249 Mensuellement 19 chf par agent actif  Fonctionnalités uniques et complètes pour le métier de courtier Accès à une interface exclusive pour vos clients
logiciel courtage Suisse,ch,7,Jeu de Données Ouvert de la Jurisprudence Suisse | MCP Servers · LobeHub,https://lobehub.com/fr/mcp/jonashertner-caselaw-repo-1,lobehub.com,"Spans 1875 to today, covers every Swiss federal court and all 26 cantonal court systems (plus regulators: FINMA, ComCo, FDPIC, IndepBC, ElCom, PostCom, ComCom), mirrors federal legislation directly from Fedlex SPARQL and cantonal legislation by direct portal scraping for all 26 cantons (LexWork: 18 "
logiciel courtage Suisse,ch,8,Kevin Pingault-Rossellat Email & Phone Number @ Zurich | AeroLeads,https://aeroleads.com/in/kevin-pingault-rossellat-a802ab94,aeroleads.com,"clientèle Privée and Entreprise at Zurich, a with 45683 employees, based in Le Grand-Saconnex, Geneva, Switzerland. AeroLeads shows a matched LinkedIn profile for Kevin Pingault-Rossellat. Kevin Pingault-Rossellat previously worked as Conseiller clientèle Privée & Entreprise at Zurich. Kevin Pingaul"
courtier assurance suisse logiciel intermédiaire,ch,1,Logiciel courtiers Suisse : privé & entreprise | SOTHURA SAFE,https://sothura.com/fr-ch,sothura.com,"Logiciel courtiers Suisse : privé & entreprise | SOTHURA SAFE ... SOTHURA SAFE est la plateforme suisse d'IA pour les conseillers et courtiers en assurance, du courtier indépendant à l'équipe, non lié comme lié, en clientèle privée comme entreprise. ... Conseil, acquisition, comparaison d'offres, an"
courtier assurance suisse logiciel intermédiaire,ch,2,Premier logiciel de gestion pour courtier,https://www.swiss-broker-software.ch/,swiss-broker-software.ch,"Premier logiciel de gestion pour courtier ... ## SWISS BROKER SOFTWARE ... Le logiciel de référence pour les courtiers en assurance ... #### Créé par des courtiers pour des courtiers Qui de mieux qu'un courtier pour connaître vos besoins ? SBS a été créé par un courtier, c'est pourquoi il répond par"
courtier assurance suisse logiciel intermédiaire,ch,3,Le logiciel de courtage pour la Suisse,https://www.brokerstar.swiss/fr,brokerstar.swiss,"Le logiciel de ... age pour la Suisse | ... Star | Broker ... BrokerStar est la plateforme complète pour les courtiers en assurance. Polices, sinistres, clients, leads, documents et décomptes : tout en un seul système. Sécurisé, basé sur le web, accessible de partout. ... BrokerStar couvre l'ensembl"
courtier assurance suisse logiciel intermédiaire,ch,4,Présentation | SWISS BROKER SOFTWARE,https://www.swiss-broker-software.ch/presentation/,swiss-broker-software.ch,## Concentrez-vous sur votre métier de courtier ... ``` Swiss Broker Software est un logiciel spécialement conçu pour aider les courtiers en assurance à gérer leur portefeuille clients simplement et efficacement. Notre CRM a été développé en partenariat avec plusieurs courtiers en assurances afin de
courtier assurance suisse logiciel intermédiaire,ch,5,Brokin  | Brokinsoft - Logiciel pour courtiers en assurance en Suisse,https://www.brokinsoft.ch/fr-ch/produits/brokin,brokinsoft.ch,Brokin | Brokinsoft - Logiciel pour courtiers en assurance en Suisse ... Un outil de gestion indispensable pour assurer une vision ... 360° de vos clients. ... Avec ce module central sont livrées les fonctions essentielles du métier de courtier. Vous pouvez ainsi rapidement organiser votre gestion d
courtier assurance suisse logiciel intermédiaire,ch,6,ROMANDIE COURTAGE – Plate-forme pour courtiers en assurance,https://www.romandiecourtage.ch/,romandiecourtage.ch,ROMANDIE COURTAGE – Plate-forme pour courtiers en assurance ... Plateforme pour courtiers en assurance ... Profitez d'une plateforme spécialement créée pour les courtiers en assurance et de services premium exclusifs. ... #### Actif dans toute la Suisse ... Nous sommes présents dans tous les cantons
courtier assurance suisse logiciel intermédiaire,ch,7,Présentation de notre logiciel pour courtier | SWISS BROKER SOFTWARE,https://www.swiss-broker-software.ch/presentation-logiciel-courtier/,swiss-broker-software.ch,"Présentation de notre logiciel pour courtier | SWISS BROKER SOFTWARE ... Swiss Broker Software est un logiciel qui permet aux courtiers en assurance de gérer leur portefeuille clients simplement et efficacement. ... Accessible depuis le web, le logiciel ne nécessite qu’une connexion à internet pour "
courtier assurance suisse logiciel intermédiaire,ch,8,"Noovo, logiciel de gestion pour le courtage – noovo.ch",https://noovo.ch/,noovo.ch,"Noovo, logiciel de gestion pour le courtage – noovo.ch ... # Logiciel de gestion pour le courtage ... Noovo se compose de plusieurs applications interconnectées qui vous permettent de gérer toute votre activité depuis une seule plateforme ... Gérez toutes vos activités depuis un seul logiciel: clien"
logiciel intermédiaire assurance suisse,ch,1,Adcubum Syrius – leading software for insurers,https://www.swisscom.ch/en/business/enterprise/offer/insurance/adcubum.html,swisscom.ch,"* Jump to content
* Jump to search
* Jump to page footer
Insurance software
Adcubum Syrius – leading software for insurers
Swisscom handles the specialist technical rollout of the entire Syrius core system solution from Adcubum, integrates it into your existing environment and ensures its stable and"
logiciel intermédiaire assurance suisse,ch,2,BBT software for insurance - Reference soxes AG,https://soxes.ch/en/references/bbt-software-for-insurance,soxes.ch,"BBT is a successful Swiss software provider specializing in modular core systems for health, accident and life insurers as well as absence and claims management solutions for companies. With decades of experience in the Swiss insurance market, BBT has already won over 65 customers.
More than 14,000 "
logiciel intermédiaire assurance suisse,ch,3,The broker software for Switzerland | BrokerStar | BrokerStar,https://www.brokerstar.swiss/en,brokerstar.swiss,"BrokerStar is the comprehensive platform for insurance brokers. Policies, claims, clients, leads, documents and billing, all in one system. Secure, web-based, accessible from anywhere.
Try for free Features
0+
Corporate clients
0+
Years of experience
0%
Swiss hosting
BROKERSTAR · DASHBOARD
BrokerSta"
logiciel intermédiaire assurance suisse,ch,4,Le logiciel de courtage pour la Suisse,https://www.brokerstar.swiss/fr,brokerstar.swiss,"Le logiciel de courtage pour la Suisse
BrokerStar est la plateforme complète pour les courtiers en assurance. Polices, sinistres, clients, leads, documents et décomptes : tout en un seul système."
logiciel intermédiaire assurance suisse,ch,5,EMIL Insurance Suite - Smart Insurance Software,https://emil.de/en/home,emil.de,"Home Product Career About Us Contact Demo
Get in touch
EMIL Insurance Suite -
The cloudnative SaaS core system
Fast Go-to-Market, low operating cost, easy integration: Innovation for tomorrow's insurance industry.
Modern, modular software solution
The EMIL Insurance Suite allows insurers to manage e"
logiciel intermédiaire assurance suisse,ch,6,Adnovum Brings Sixfold’s AI-Powered Underwriting to Switzerland,https://www.adnovum.com/hubfs/FILES/04_Insights/Media%20Releases/2026/MR%20Sixfold/Downloads/202606_Media_Release_Adnovum_Sixfold_en.pdf,adnovum.com,"Media release
Adnovum Brings Sixfold’s AI-Powered Underwriting to Switzerland
Zurich, 16 June 2026 – Adnovum has entered into a partnership with Sixfold, a provider of AI solutions for underwriting in the insurance industry. With this step, Adnovum expands its offering for Swiss insurers with a solu"
logiciel intermédiaire assurance suisse,ch,7,alabus ag - alabus-ag - Swiss Software Companies - swiss made software,https://www.swissmadesoftware.org/en/companies/alabus-ag/home.html,swissmadesoftware.org,"Search
français deutsch
Members
Members login Reset password
alabus ag
alabus is a leading Swiss software manufacturer for the insurance business. alabus insurance is based on a modular standard solution, supporting the different branches.
Birchstrasse 189 8050 Zürich Schweiz
Tel +41 44 315 18 95 uw"
logiciel intermédiaire assurance suisse,ch,8,SwiftRe®: quick single-risk protection | Swiss Re,https://www.swissre.com/reinsurance/our-capabilities/property-casualty-re/digital-facultative-swift-re.html,swissre.com,"1. Reinsurance
2. Our capabilities
3. Property & Casualty Re
SwiftRe®: quick single-risk protection
The complete digital solution for your facultative reinsurance business
Fast and easy access to reinsurance
SwiftRe® reduces your administration costs for managing small to medium-sized (mid-market) r"
