ENTITY,TOPIC,SUBTOPIC,QUERY,INTENT,FUNNEL,COUNTRY,PERSONA,PRODUCT_FIT,CURRENT_URL,URL_PUBLIEE,SERP_TYPE,COMPETITION_OBSERVED,UNIQUE_VALUE_AVAILABLE,DECISION
courtier,local,ville,logiciel courtier assurance strasbourg,locale,decision,FR,courtier strasbourgeois,vérifiée + données SIRENE,/fr/logiciel-courtier-assurance-strasbourg,oui,observée (8 résultats),"360courtage.fr, brdr.hkma.gov.hk, cgrm.com, courtia.assure-finance.fr","contenu vérifié dans le produit ou la méthode, publié",COVERED
courtier,local,ville,logiciel courtier assurance montpellier,locale,decision,FR,courtier montpelliérain,vérifiée + données SIRENE,/fr/logiciel-courtier-assurance-montpellier,oui,observée (8 résultats),"360courtage.fr, brdr.hkma.gov.hk, cgrm.com, courtia.assure-finance.fr","contenu vérifié dans le produit ou la méthode, publié",COVERED
courtier,local,ville,logiciel courtier assurance nice,locale,decision,FR,courtier niçois,vérifiée + données SIRENE,/fr/logiciel-courtier-assurance-nice,oui,observée (8 résultats),"360courtage.fr, brdr.hkma.gov.hk, cgrm.com, courtia.assure-finance.fr","contenu vérifié dans le produit ou la méthode, publié",COVERED
courtier,local,ville,logiciel courtier assurance 1065 villes,locale,decision,FR,courtier local,aucune valeur propre (gabarit),,aucune,observée (8 résultats),"360courtage.fr, brdr.hkma.gov.hk, cgrm.com, courtia.assure-finance.fr",aucune valeur propre disponible — écarté volontairement,REJECTED
éditeur,données,actif,cartographie courtiers france,informationnelle,comparaison,FR,"analyste, journaliste",vérifiée (SIRENE sourcée),/fr/cartographie-courtiers-assurance-france,oui,non observée,non observée,"contenu vérifié dans le produit ou la méthode, publié",COVERED
éditeur,confiance,méthode,méthode éditoriale logiciel,informationnelle,conscience,FR,acheteur,vérifiée,/fr/methode-editoriale-courtia,oui,non observée,non observée,"contenu vérifié dans le produit ou la méthode, publié",COVERED
éditeur,confiance,sources,sources données courtage,informationnelle,conscience,FR,analyste,vérifiée,/fr/sources-courtia,oui,non observée,non observée,"contenu vérifié dans le produit ou la méthode, publié",COVERED
éditeur,confiance,transparence,corrections logiciel courtage,informationnelle,conscience,FR,acheteur,vérifiée (corrections réelles),/fr/historique-corrections-courtia,oui,observée (8 résultats),"assur3d.com, creatio.com, custy.com, francelogidev.fr","contenu vérifié dans le produit ou la méthode, publié",COVERED
éditeur,marque,entité,courtia éditeur logiciel courtage,navigationnelle,decision,FR,visiteur,vérifiée,/fr/courtia-logiciel-courtage-assurance,oui,non observée,non observée,"contenu vérifié dans le produit ou la méthode, publié",COVERED
éditeur,commerce,essai,essai gratuit logiciel courtier,commerciale,decision,FR,responsable,vérifiée (7 jours),/fr/demo-et-essai-gratuit,oui,non observée,non observée,"contenu vérifié dans le produit ou la méthode, publié",COVERED
éditeur,commerce,prix,tarif logiciel courtier assurance,transactionnelle,decision,FR,responsable,vérifiée (grille produit),/fr/tarifs-logiciel-courtier,oui,observée (8 résultats),"assur3d.com, creatio.com, custy.com, francelogidev.fr","contenu vérifié dans le produit ou la méthode, publié",COVERED
éditeur,commerce,prix,prix logiciel courtier suisse,transactionnelle,decision,CH,responsable romand,vérifiée (grille produit),/ch/tarifs-logiciel-courtier-chf,oui,observée (8 résultats),"360courtage.fr, brdr.hkma.gov.hk, cgrm.com, courtia.assure-finance.fr","contenu vérifié dans le produit ou la méthode, publié",COVERED
intermediaire,gestion,pays,gestion cabinet courtage suisse,commerciale,decision,CH,cabinet romand,vérifiée,/ch/gestion-cabinet-courtage-suisse,oui,observée (8 résultats),"assur3d.com, custy.com, digitiz.fr, logiciel-gestion-courtage.fr","contenu vérifié dans le produit ou la méthode, publié",COVERED
intermediaire,reporting,pays,pilotage courtier assurance suisse,commerciale,decision,CH,responsable romand,vérifiée,/ch/reporting-pilotage-courtier-assurance-suisse,oui,observée (8 résultats),"360courtage.fr, brdr.hkma.gov.hk, cgrm.com, courtia.assure-finance.fr","contenu vérifié dans le produit ou la méthode, publié",COVERED
intermediaire,documents,pays,gestion documentaire courtier suisse,commerciale,decision,CH,cabinet romand,vérifiée,/ch/gestion-documentaire-courtier-assurance-suisse,oui,observée (8 résultats),"assur3d.com, custy.com, digitiz.fr, logiciel-gestion-courtage.fr","contenu vérifié dans le produit ou la méthode, publié",COVERED
intermediaire,onboarding,pays,import portefeuille courtier suisse,opérationnelle,conscience,CH,cabinet romand,vérifiée,/ch/import-portefeuille-courtier-assurance-suisse,oui,non observée,non observée,"contenu vérifié dans le produit ou la méthode, publié",COVERED
intermediaire,prospection,pays,prospection courtier suisse,commerciale,conscience,CH,courtier romand,vérifiée,/ch/logiciel-prospection-courtier-assurance-suisse,oui,observée (8 résultats),"360courtage.fr, brdr.hkma.gov.hk, cgrm.com, courtia.assure-finance.fr","contenu vérifié dans le produit ou la méthode, publié",COVERED
intermediaire,devis,pays,devis courtier assurance suisse,commerciale,conscience,CH,courtier romand,vérifiée,/ch/logiciel-devis-courtier-assurance-suisse,oui,observée (8 résultats),"360courtage.fr, brdr.hkma.gov.hk, cgrm.com, courtia.assure-finance.fr","contenu vérifié dans le produit ou la méthode, publié",COVERED
intermediaire,relances,pays,relances courtier suisse,commerciale,conscience,CH,courtier romand,vérifiée,/ch/relances-courtier-assurance-suisse,oui,observée (8 résultats),"360courtage.fr, brdr.hkma.gov.hk, cgrm.com, courtia.assure-finance.fr","contenu vérifié dans le produit ou la méthode, publié",COVERED
intermediaire,IA,pays,ia courtier assurance suisse,technologique,conscience,CH,courtier romand,vérifiée,/ch/ia-courtier-assurance-suisse,oui,observée (8 résultats),"360courtage.fr, brdr.hkma.gov.hk, cgrm.com, courtia.assure-finance.fr","contenu vérifié dans le produit ou la méthode, publié",COVERED
intermediaire,CRM,pays,santé portefeuille suisse,fonction,conscience,CH,responsable romand,"vérifiée mais refusée comme page distincte (JEV 0,63)",/ch/gestion-portefeuille-assurance-suisse,oui,observée (8 résultats),non observée,intention servie par une page existante (fusion décidée),MERGED
intermediaire,fonctions,pays,tâches et équipe suisse,fonction,conscience,CH,cabinet romand,"vérifiée mais refusée comme page distincte (JEV 0,68)",/ch/gestion-cabinet-courtage-suisse,oui,observée (8 résultats),non observée,intention servie par une page existante (fusion décidée),MERGED
intermediaire,fonctions,pays,voix et whatsapp suisse,fonction,conscience,CH,courtier romand,"refusée (JEV false, 0,47) — pas de substance suisse distincte",,aucune,observée (8 résultats),"crminsure.com, platform.tracxn.com, prnewswire.com, suisse-crm.ch",aucune valeur propre disponible — écarté volontairement,REJECTED
intermediaire,glossaire,pays,glossaire suisse courtage,informationnelle,conscience,CH,nouvel arrivant,vérifiée,/ch/glossaire,oui,observée (8 résultats),"crminsure.com, platform.tracxn.com, prnewswire.com, suisse-crm.ch","contenu vérifié dans le produit ou la méthode, publié",COVERED
intermediaire,outils,pays,outil suisse courtage,informationnelle,conscience,CH,responsable romand,vérifiée (calculateur CH),/ch/outils/calculateur-temps-administratif-suisse,oui,observée (8 résultats),"crminsure.com, platform.tracxn.com, prnewswire.com, suisse-crm.ch","contenu vérifié dans le produit ou la méthode, publié",COVERED
intermediaire,processus,pays,processus courtier suisse,informationnelle,conscience,CH,cabinet romand,vérifiée,/ch/workflows-courtier-assurance-suisse,oui,observée (8 résultats),"360courtage.fr, brdr.hkma.gov.hk, cgrm.com, courtia.assure-finance.fr","contenu vérifié dans le produit ou la méthode, publié",COVERED
intermediaire,localisation,langue,logiciel courtier suisse alémanique,commerciale,decision,CH-DE,courtier alémanique,à documenter : traduction de qualité indisponible,,aucune,observée (8 résultats),"360courtage.fr, brdr.hkma.gov.hk, cgrm.com, courtia.assure-finance.fr","nécessite une action externe (autorisation, relecture, compte)",DEFERRED
intermediaire,localisation,langue,software versicherungsbroker schweiz,commerciale,decision,CH-DE,courtier alémanique,à documenter : traduction de qualité indisponible,,aucune,non observée,non observée,"nécessite une action externe (autorisation, relecture, compte)",DEFERRED
intermediaire,localisation,langue,software broker assicurativo svizzera,commerciale,decision,CH-IT,courtier tessinois,à documenter : traduction de qualité indisponible,,aucune,non observée,non observée,"nécessite une action externe (autorisation, relecture, compte)",DEFERRED
éditeur,autorité,actif citable,données publiques courtage france,informationnelle,conscience,FR,"journaliste, association",vérifiée (réutilisable avec mention),/fr/cartographie-courtiers-assurance-france,oui,non observée,non observée,"contenu vérifié dans le produit ou la méthode, publié",COVERED
éditeur,autorité,campagne,relations presse logiciel assurance,informationnelle,conscience,FR,média spécialisé,"préparée, aucun contact sans autorisation",,aucune,non observée,non observée,"nécessite une action externe (autorisation, relecture, compte)",DEFERRED
